backbone,dataset,method,train_seed,gate_status,gate_floor,score,calibration,alpha,rho_cal,rho_test,split_seed,n_eval,worst_group_acc,base_top1,marginal_cov,worst_group,worst_group_cov,mean_group_cov,cov_range,n_cal_worst_group,cov_gap,mean_set_size,worst_group_set_size,set_size_disparity,div_wasserstein1,div_ks_stat,div_ks_pvalue,rho_cal_realized,rho_test_realized
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.6,1,2622,0.5095986038394416,0.8306636155606407,0.7951945080091534,2,0.49809160305343514,0.7669161081311775,0.4269401631473273,66,0.4019083969465649,0.9816933638443935,1.0419847328244274,0.10678778237970055,0.20858441103637496,0.37320166789163073,1.1740947021290533e-52,0.9496567505720824,0.6003051106025934
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.6,2,2622,0.5095986038394416,0.8344774980930587,0.8051106025934401,2,0.5114503816793893,0.7782046276807278,0.4275585128568242,66,0.38854961832061075,0.992372234935164,1.034351145038168,0.11444076937253267,0.20301786413826,0.3718263122275668,3.022539796935678e-52,0.9496567505720824,0.6003051106025934
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.6,3,2622,0.5095986038394416,0.8165522501906941,0.7993897787948131,2,0.5229007633587787,0.7739180092534215,0.40340165087247926,66,0.37709923664122136,1.0003813882532417,1.0648854961832062,0.122064657555506,0.1903740478259438,0.35031182005399547,2.692688040557586e-46,0.9496567505720824,0.6003051106025934
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.6,4,2622,0.5095986038394416,0.8314263920671243,0.8234172387490465,2,0.5763358778625954,0.7987138326042464,0.3702969048565914,66,0.3236641221374046,1.01906941266209,1.0858778625954197,0.11637341532731305,0.18053995264691017,0.31069939382472583,2.4532783863770227e-36,0.9496567505720824,0.6003051106025934
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.6,5,2622,0.5095986038394416,0.8234172387490465,0.8192219679633868,2,0.5687022900763359,0.7933063037721757,0.37793049264285095,66,0.33129770992366414,1.0175438596491229,1.1087786259541985,0.1405448267165873,0.18563641603167294,0.32745653803331415,2.2299585075848496e-40,0.9496567505720824,0.6003051106025934
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.6,6,2622,0.5095986038394416,0.8325705568268498,0.8054919908466819,2,0.5190839694656488,0.7796383502914731,0.427548813253538,66,0.3809160305343512,0.9900839054157132,1.0458015267175573,0.08646226369341503,0.19434410555520223,0.3641545201173055,4.374102032409079e-50,0.9496567505720824,0.6003051106025934
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.6,7,2622,0.5095986038394416,0.813119755911518,0.7845156369183829,2,0.5248091603053435,0.7592970697498472,0.3887867736209589,66,0.3751908396946565,0.9839816933638444,1.0572519083969465,0.13349079022667965,0.18877666271130242,0.3269234967508132,2.930561805187287e-40,0.9496567505720824,0.6003051106025934
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.6,8,2622,0.5095986038394416,0.8150266971777269,0.7951945080091534,2,0.5019083969465649,0.7675538570472468,0.43455920152865746,66,0.39809160305343516,1.0015255530129672,1.0648854961832062,0.11317012134203719,0.1908575443472941,0.37462796265436366,4.5422246742506115e-53,0.9496567505720824,0.6003051106025934
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.6,9,2622,0.5095986038394416,0.8257055682684973,0.7951945080091534,2,0.5419847328244275,0.7701048527115241,0.3766937932238571,66,0.3580152671755725,0.9919908466819222,1.047709923664122,0.09980649291443977,0.1767738993413485,0.32549538273455636,6.634143507033366e-40,0.9496567505720824,0.6003051106025934
resnet50_erm,waterbirds,erm,0,kept,0.3,APS,marginal_split,0.1,0.95,0.5,0,2622,0.5095986038394416,0.7894736842105263,0.7734553775743707,2,0.5282442748091603,0.7733976447588904,0.40620694470303487,66,0.37175572519083977,1.0026697177726926,1.035114503816794,0.09451219512195119,0.17144196697286673,0.33905237952941086,1.1655594421340498e-50,0.9496567505720824,0.5
