dataset,representation,ft_seed,head,backbone,calibration,score,alpha,rho_cal,rho_test,split_seed,n_eval,worst_group_acc,base_top1,marginal_cov,worst_group,worst_group_cov,mean_group_cov,cov_range,cov_gap,n_cal_worst_group,mean_set_size,worst_group_set_size,set_size_disparity,div_wasserstein1,div_ks_stat,div_ks_pvalue,rho_cal_realized,rho_test_realized
waterbirds,erm,0,erm,ft_erm,marginal_split,THR,0.1,0.95,0.95,9,2622,0.49214659685863876,0.9481311975591151,0.8977879481311976,1,0.42424242424242425,0.6915023731288792,0.5291712303760496,0.47575757575757577,66,0.9309687261632341,0.6818181818181818,0.2860533041255934,0.3406194691970866,0.5673993455683597,4.7176230580695036e-20,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,0,2622,0.49214659685863876,0.9347826086956522,0.8878718535469108,1,0.8636363636363636,0.8979189485213582,0.09090909090909094,0.036363636363636376,66,0.9492753623188406,1.5,1.0486308871851042,0.2984206837687655,0.45159339877649735,1.7449841115788036e-12,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,1,2622,0.49214659685863876,0.954233409610984,0.9115179252479023,1,0.7878787878787878,0.8816721431179262,0.12698064987221613,0.11212121212121218,66,0.956140350877193,1.196969696969697,0.8578678349762687,0.26660885739869733,0.4945226917057903,4.984541606188306e-15,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,2,2622,0.49214659685863876,0.9427917620137299,0.9084668192219679,1,0.8787878787878788,0.9015881708652793,0.03125228185469153,0.021212121212121238,66,0.9652936689549961,1.606060606060606,0.9248995983935743,0.23186339272529397,0.5354246692274861,9.841755232417044e-18,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,3,2622,0.49214659685863876,0.9309687261632341,0.8775743707093822,3,0.8497991967871485,0.9032584884994523,0.10474625775830604,0.050200803212851475,1245,0.9420289855072463,0.8963855421686747,1.0127053669222343,0.03553743451803927,0.25574892161237545,4.5011990179931655e-38,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,4,2622,0.49214659685863876,0.9431731502669718,0.9061784897025171,0,0.885140562248996,0.911144578313253,0.04096385542168679,0.014859437751004068,1245,0.9774980930587338,0.8859437751004016,1.0079956188389925,0.07919064605859828,0.3279978301003579,8.910165184907531e-63,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,5,2622,0.49214659685863876,0.9435545385202135,0.9252479023646072,1,0.9090909090909091,0.9247718145308507,0.030303030303030387,-0.009090909090909038,66,0.986651411136537,1.3636363636363635,1.0124863088718512,0.2293545598372303,0.4509531939109404,1.8936836526481135e-12,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,6,2622,0.49214659685863876,0.9374523264683448,0.9012204424103738,3,0.8875502008032129,0.9085341365461848,0.0366922234392113,0.012449799196787126,1245,0.9645308924485125,0.9381526104417671,1.0109894121942316,0.014109737965306823,0.27485628789668476,5.586689556448127e-44,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,7,2622,0.49214659685863876,0.9378337147215866,0.8958810068649885,2,0.8333333333333334,0.8842004381161008,0.08634538152610438,0.06666666666666665,66,0.9572845156369184,1.7575757575757576,0.8378970427163198,0.3576204672847818,0.7108408023900982,3.732399930823595e-33,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,8,2622,0.49214659685863876,0.9347826086956522,0.9050343249427918,2,0.8484848484848485,0.8854326396495071,0.09368382621394666,0.051515151515151514,66,0.9595728451563692,1.803030303030303,0.8889740781307046,0.4505882020659418,0.6017925736235595,9.165236943762281e-23,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,erm,ft_erm,mondrian,THR,0.1,0.95,0.95,9,2622,0.49214659685863876,0.9481311975591151,0.8966437833714722,0,0.8722891566265061,0.8881891201168309,0.05060240963855411,0.027710843373493943,1245,0.9530892448512586,0.8730923694779117,0.9753924790069367,0.05792399058632557,0.2964835376363843,3.3427010230208684e-51,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,0,2622,0.8104218362282879,0.8630816170861938,0.8996948893974066,1,0.8181818181818182,0.87903431909456,0.0862358525009127,0.08181818181818179,66,1.177345537757437,1.2121212121212122,0.10200803212851417,0.05308292122253273,0.13433632095603926,0.17866975195563836,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,1,2622,0.8104218362282879,0.8718535469107551,0.8954996186117468,1,0.8636363636363636,0.8947608616283316,0.06060606060606055,0.036363636363636376,66,1.1575133485888636,1.196969696969697,0.10763052208835333,0.018806786909508395,0.057725138711054204,0.9742407023948559,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,2,2622,0.8104218362282879,0.8596491228070176,0.8909229595728452,3,0.8891566265060241,0.8995253742241694,0.03508579773640008,0.010843373493975905,1245,1.1533180778032037,1.091566265060241,0.12128514056224904,0.007168502248043248,0.02562056504886649,0.7704535465576048,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,3,2622,0.8104218362282879,0.855072463768116,0.8806254767353165,0,0.8626506024096385,0.8833424607520993,0.03534136546184741,0.03734939759036149,1245,1.1399694889397407,1.1751004016064257,0.07228915662650603,0.02622601237513449,0.04625561067800614,0.11691143965975212,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,4,2622,0.8104218362282879,0.8737604881769642,0.9107551487414187,2,0.8787878787878788,0.9027929901423878,0.04249726177437019,0.021212121212121238,66,1.1964149504195272,1.1515151515151516,0.1389558232931727,0.03333592539271807,0.10869255939678475,0.4034512808770215,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,5,2622,0.8104218362282879,0.8546910755148741,0.8996948893974066,0,0.8907630522088353,0.9077309236947791,0.03347937203358886,0.009236947791164685,1245,1.1819221967963387,1.2433734939759036,0.12530120481927698,0.02196715721675511,0.04779903929443263,0.09656379330951409,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,6,2622,0.8104218362282879,0.8707093821510298,0.9000762776506483,1,0.8333333333333334,0.8756480467323842,0.08152610441767061,0.06666666666666665,66,1.1781083142639206,1.2424242424242424,0.16224899598393594,0.08250562224551548,0.20625266752027316,0.007051524130811983,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,7,2622,0.8104218362282879,0.8668954996186118,0.9050343249427918,1,0.8787878787878788,0.8961938663745892,0.036874771814530805,0.021212121212121238,66,1.1971777269260107,1.2575757575757576,0.10657174151150062,0.048742236829928905,0.11886470337174562,0.2987211788484971,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,8,2622,0.8104218362282879,0.8680396643783371,0.8947368421052632,2,0.7878787878787878,0.869249726177437,0.11814530850675431,0.11212121212121218,66,1.1510297482837528,1.0757575757575757,0.13789704271631997,0.043191834084735044,0.13412291933418694,0.1800208774886087,0.9496567505720824,0.9496567505720824
waterbirds,erm,0,dfr,ft_erm,marginal_split,APS,0.1,0.95,0.95,9,2622,0.8104218362282879,0.8703279938977879,0.8871090770404272,1,0.8333333333333334,0.8831690397955458,0.09090909090909083,0.06666666666666665,66,1.1323417238749047,1.2272727272727273,0.23888280394304484,0.05879568715632817,0.140275999430929,0.14415202700855712,0.9496567505720824,0.9496567505720824
