backbone,dataset,method,train_seed,condition,score,alpha,rho_cal,rho_test,split_seed,probe_auroc,worst_group_acc,gate_status,gate_floor,worst_group_cov,worst_group_set_size,marg_cov,mean_set_size
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,APS,0.1,0.95,0.95,9,0.9759983982356163,0.6457242582897034,kept,0.45,0.8636363636363636,1.4393939393939394,0.8878718535469108,1.1613272311212814
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,0,0.9759983982356163,0.6457242582897034,kept,0.45,0.7878787878787878,1.2727272727272727,0.9035087719298246,1.1231884057971016
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,0,0.9759983982356163,0.6457242582897034,kept,0.45,0.7878787878787878,1.3181818181818181,0.9092295957284515,1.1277650648360031
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,0,0.9759983982356163,0.6457242582897034,kept,0.45,0.8333333333333334,1.3636363636363635,0.9057971014492754,1.1598016781083142
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,1,0.9759983982356163,0.6457242582897034,kept,0.45,0.8181818181818182,1.196969696969697,0.8745232646834478,1.0793287566742944
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,1,0.9759983982356163,0.6457242582897034,kept,0.45,0.8181818181818182,1.196969696969697,0.8771929824561403,1.0793287566742944
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,1,0.9759983982356163,0.6457242582897034,kept,0.45,0.7878787878787878,1.1666666666666667,0.8726163234172387,1.0484363081617085
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,2,0.9759983982356163,0.6457242582897034,kept,0.45,0.7727272727272727,1.2878787878787878,0.8924485125858124,1.126239511823036
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,2,0.9759983982356163,0.6457242582897034,kept,0.45,0.7727272727272727,1.303030303030303,0.8985507246376812,1.1270022883295194
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,2,0.9759983982356163,0.6457242582897034,kept,0.45,0.7727272727272727,1.2727272727272727,0.8920671243325705,1.099160945842868
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,3,0.9759983982356163,0.6457242582897034,kept,0.45,0.803030303030303,1.2121212121212122,0.8928299008390541,1.1254767353165522
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,3,0.9759983982356163,0.6457242582897034,kept,0.45,0.7878787878787878,1.2121212121212122,0.8958810068649885,1.125858123569794
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,3,0.9759983982356163,0.6457242582897034,kept,0.45,0.7878787878787878,1.196969696969697,0.8848207475209764,1.1117467581998475
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,4,0.9759983982356163,0.6457242582897034,kept,0.45,0.8489959839357429,1.110843373493976,0.88558352402746,1.291762013729977
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,4,0.9759983982356163,0.6457242582897034,kept,0.45,0.8602409638554217,1.1172690763052209,0.8924485125858124,1.2948131197559116
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,4,0.9759983982356163,0.6457242582897034,kept,0.45,0.8481927710843373,1.1036144578313254,0.8813882532418001,1.1781083142639206
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,5,0.9759983982356163,0.6457242582897034,kept,0.45,0.878714859437751,1.0690763052208836,0.9000762776506483,1.2109077040427154
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,5,0.9759983982356163,0.6457242582897034,kept,0.45,0.891566265060241,1.0779116465863454,0.906559877955759,1.213577421815408
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,5,0.9759983982356163,0.6457242582897034,kept,0.45,0.8636363636363636,1.3181818181818181,0.8993135011441648,1.1350114416475972
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,6,0.9759983982356163,0.6457242582897034,kept,0.45,0.8867469879518072,1.0674698795180724,0.902745995423341,1.1460717009916095
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,6,0.9759983982356163,0.6457242582897034,kept,0.45,0.8484848484848485,1.3181818181818181,0.9038901601830663,1.146834477498093
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,6,0.9759983982356163,0.6457242582897034,kept,0.45,0.7878787878787878,1.2424242424242424,0.8974065598779558,1.1216628527841344
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,7,0.9759983982356163,0.6457242582897034,kept,0.45,0.8811244979919679,1.180722891566265,0.8909229595728452,1.2219679633867278
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,7,0.9759983982356163,0.6457242582897034,kept,0.45,0.891566265060241,1.1823293172690763,0.8977879481311976,1.2238749046529367
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,7,0.9759983982356163,0.6457242582897034,kept,0.45,0.885140562248996,1.1847389558232932,0.8913043478260869,1.2009916094584288
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,8,0.9759983982356163,0.6457242582897034,kept,0.45,0.8333333333333334,1.2878787878787878,0.914187643020595,1.1838291380625476
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,8,0.9759983982356163,0.6457242582897034,kept,0.45,0.803030303030303,1.2727272727272727,0.916094584286804,1.181540808543097
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,8,0.9759983982356163,0.6457242582897034,kept,0.45,0.8181818181818182,1.2878787878787878,0.906559877955759,1.184973302822273
clip_vitb32,waterbirds,groupdro_ll,1,a_true,RAPS,0.1,0.95,0.95,9,0.9759983982356163,0.6457242582897034,kept,0.45,0.8763052208835341,1.1076305220883533,0.8901601830663616,1.2185354691075514
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,RAPS,0.1,0.95,0.95,9,0.9759983982356163,0.6457242582897034,kept,0.45,0.8883534136546185,1.1180722891566266,0.8962623951182304,1.2227307398932112
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,RAPS,0.1,0.95,0.95,9,0.9759983982356163,0.6457242582897034,kept,0.45,0.8636363636363636,1.4242424242424243,0.8867276887871853,1.1594202898550725
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,0,0.9759983982356163,0.6457242582897034,kept,0.45,0.8636363636363636,1.0909090909090908,0.9145690312738368,1.1006864988558351
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,0,0.9759983982356163,0.6457242582897034,kept,0.45,0.8333333333333334,1.1363636363636365,0.9221967963386728,1.1045003813882532
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,0,0.9759983982356163,0.6457242582897034,kept,0.45,0.8333333333333334,1.1363636363636365,0.9084668192219679,1.1796338672768878
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,1,0.9759983982356163,0.6457242582897034,kept,0.45,0.8484848484848485,1.0606060606060606,0.8947368421052632,1.0797101449275361
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,1,0.9759983982356163,0.6457242582897034,kept,0.45,0.8333333333333334,1.0606060606060606,0.9054157131960335,1.081998474446987
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,1,0.9759983982356163,0.6457242582897034,kept,0.45,0.7878787878787878,1.0151515151515151,0.8943554538520213,1.0358504958047292
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,2,0.9759983982356163,0.6457242582897034,kept,0.45,0.7727272727272727,1.1666666666666667,0.918001525553013,1.0717009916094584
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,2,0.9759983982356163,0.6457242582897034,kept,0.45,0.7575757575757576,1.1666666666666667,0.9248665141113653,1.0736079328756674
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,2,0.9759983982356163,0.6457242582897034,kept,0.45,0.7575757575757576,1.0757575757575757,0.9145690312738368,1.0587337909992371
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,3,0.9759983982356163,0.6457242582897034,kept,0.45,0.8181818181818182,1.106060606060606,0.9038901601830663,1.144927536231884
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,3,0.9759983982356163,0.6457242582897034,kept,0.45,0.8181818181818182,1.121212121212121,0.9153318077803204,1.1453089244851258
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,3,0.9759983982356163,0.6457242582897034,kept,0.45,0.803030303030303,1.0757575757575757,0.9111365369946606,1.118230358504958
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,4,0.9759983982356163,0.6457242582897034,kept,0.45,0.8730923694779117,1.1156626506024097,0.8832951945080092,1.1910755148741419
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,4,0.9759983982356163,0.6457242582897034,kept,0.45,0.8971887550200803,1.2674698795180723,0.8996948893974066,1.1941266209000763
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,4,0.9759983982356163,0.6457242582897034,kept,0.45,0.8738955823293173,1.0682730923694779,0.8852021357742181,1.1411136536994662
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,5,0.9759983982356163,0.6457242582897034,kept,0.45,0.8714859437751004,1.2160642570281124,0.8863463005339436,1.1369183829138063
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,5,0.9759983982356163,0.6457242582897034,kept,0.45,0.8779116465863454,1.2112449799196787,0.8951182303585049,1.141495041952708
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,5,0.9759983982356163,0.6457242582897034,kept,0.45,0.7878787878787878,1.0151515151515151,0.8771929824561403,1.0423340961098397
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,6,0.9759983982356163,0.6457242582897034,kept,0.45,0.8666666666666667,1.0610441767068273,0.8920671243325705,1.1147978642257819
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,6,0.9759983982356163,0.6457242582897034,kept,0.45,0.8181818181818182,1.0454545454545454,0.900839054157132,1.1167048054919908
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,6,0.9759983982356163,0.6457242582897034,kept,0.45,0.803030303030303,1.0151515151515151,0.8768115942028986,1.064836003051106
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,7,0.9759983982356163,0.6457242582897034,kept,0.45,0.8626506024096385,1.0859437751004015,0.8882532418001525,1.110602593440122
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,7,0.9759983982356163,0.6457242582897034,kept,0.45,0.8636363636363636,1.1515151515151516,0.9019832189168574,1.1117467581998475
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,7,0.9759983982356163,0.6457242582897034,kept,0.45,0.7878787878787878,1.121212121212121,0.8806254767353165,1.0922959572845157
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,8,0.9759983982356163,0.6457242582897034,kept,0.45,0.8636363636363636,1.0909090909090908,0.9256292906178489,1.1384439359267735
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,8,0.9759983982356163,0.6457242582897034,kept,0.45,0.8484848484848485,1.106060606060606,0.9374523264683448,1.1388253241800153
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,8,0.9759983982356163,0.6457242582897034,kept,0.45,0.8484848484848485,1.106060606060606,0.9267734553775744,1.177345537757437
clip_vitb32,waterbirds,groupdro_ll,1,a_true,THR,0.1,0.95,0.95,9,0.9759983982356163,0.6457242582897034,kept,0.45,0.9028112449799197,1.121285140562249,0.9046529366895499,1.1880244088482075
clip_vitb32,waterbirds,groupdro_ll,1,b_pred_test,THR,0.1,0.95,0.95,9,0.9759983982356163,0.6457242582897034,kept,0.45,0.8939393939393939,1.1363636363636365,0.9195270785659801,1.1910755148741419
clip_vitb32,waterbirds,groupdro_ll,1,c_pred_both,THR,0.1,0.95,0.95,9,0.9759983982356163,0.6457242582897034,kept,0.45,0.8484848484848485,1.196969696969697,0.9157131960335622,1.1376811594202898
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,0,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.303030303030303,0.9035087719298246,1.1270022883295194
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,0,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.3333333333333333,0.9088482074752098,1.1308161708619375
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,0,0.9759983982356163,0.6474694589877836,kept,0.45,0.8333333333333334,1.378787878787879,0.9046529366895499,1.160183066361556
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,1,0.9759983982356163,0.6474694589877836,kept,0.45,0.8181818181818182,1.196969696969697,0.8745232646834478,1.080091533180778
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,1,0.9759983982356163,0.6474694589877836,kept,0.45,0.8181818181818182,1.196969696969697,0.8771929824561403,1.080091533180778
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,1,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.1666666666666667,0.8733790999237223,1.051487414187643
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,2,0.9759983982356163,0.6474694589877836,kept,0.45,0.7727272727272727,1.2878787878787878,0.8939740655987796,1.1266209000762777
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,2,0.9759983982356163,0.6474694589877836,kept,0.45,0.7727272727272727,1.303030303030303,0.8996948893974066,1.1270022883295194
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,2,0.9759983982356163,0.6474694589877836,kept,0.45,0.7727272727272727,1.303030303030303,0.8916857360793288,1.1003051106025934
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,3,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.196969696969697,0.8947368421052632,1.1235697940503433
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,3,0.9759983982356163,0.6474694589877836,kept,0.45,0.7727272727272727,1.196969696969697,0.8974065598779558,1.123951182303585
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,3,0.9759983982356163,0.6474694589877836,kept,0.45,0.803030303030303,1.2121212121212122,0.8859649122807017,1.112509534706331
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,4,0.9759983982356163,0.6474694589877836,kept,0.45,0.8514056224899599,1.114859437751004,0.8878718535469108,1.297864225781846
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,4,0.9759983982356163,0.6474694589877836,kept,0.45,0.8626506024096385,1.121285140562249,0.8947368421052632,1.3012967200610221
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,4,0.9759983982356163,0.6474694589877836,kept,0.45,0.8489959839357429,1.1036144578313254,0.8829138062547673,1.1830663615560641
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,5,0.9759983982356163,0.6474694589877836,kept,0.45,0.8795180722891566,1.0706827309236948,0.900839054157132,1.2086193745232647
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,5,0.9759983982356163,0.6474694589877836,kept,0.45,0.8907630522088353,1.0779116465863454,0.906559877955759,1.2109077040427154
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,5,0.9759983982356163,0.6474694589877836,kept,0.45,0.8636363636363636,1.3484848484848484,0.9000762776506483,1.1418764302059496
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,6,0.9759983982356163,0.6474694589877836,kept,0.45,0.8891566265060241,1.0690763052208836,0.9038901601830663,1.1460717009916095
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,6,0.9759983982356163,0.6474694589877836,kept,0.45,0.8484848484848485,1.3181818181818181,0.9042715484363082,1.1464530892448512
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,6,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.2575757575757576,0.8993135011441648,1.1247139588100687
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,7,0.9759983982356163,0.6474694589877836,kept,0.45,0.8811244979919679,1.180722891566265,0.8905415713196033,1.2204424103737606
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,7,0.9759983982356163,0.6474694589877836,kept,0.45,0.8899598393574297,1.1815261044176706,0.8966437833714722,1.2215865751334858
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,7,0.9759983982356163,0.6474694589877836,kept,0.45,0.8859437751004016,1.1823293172690763,0.8901601830663616,1.196796338672769
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,8,0.9759983982356163,0.6474694589877836,kept,0.45,0.8636363636363636,1.3333333333333333,0.9126620900076278,1.2208237986270023
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,8,0.9759983982356163,0.6474694589877836,kept,0.45,0.8333333333333334,1.3181818181818181,0.9138062547673532,1.2173913043478262
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,8,0.9759983982356163,0.6474694589877836,kept,0.45,0.8181818181818182,1.2878787878787878,0.906559877955759,1.1922196796338673
clip_vitb32,waterbirds,groupdro_ll,2,a_true,APS,0.1,0.95,0.95,9,0.9759983982356163,0.6474694589877836,kept,0.45,0.8811244979919679,1.110843373493976,0.8924485125858124,1.2196796338672768
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,APS,0.1,0.95,0.95,9,0.9759983982356163,0.6474694589877836,kept,0.45,0.8931726907630522,1.121285140562249,0.8985507246376812,1.223493516399695
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,APS,0.1,0.95,0.95,9,0.9759983982356163,0.6474694589877836,kept,0.45,0.8636363636363636,1.4545454545454546,0.8878718535469108,1.1613272311212814
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,0,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.2727272727272727,0.9038901601830663,1.1266209000762777
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,0,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.3181818181818181,0.9096109839816934,1.1311975591151793
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,0,0.9759983982356163,0.6474694589877836,kept,0.45,0.8333333333333334,1.378787878787879,0.9061784897025171,1.1617086193745232
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,1,0.9759983982356163,0.6474694589877836,kept,0.45,0.8181818181818182,1.196969696969697,0.8733790999237223,1.0789473684210527
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,1,0.9759983982356163,0.6474694589877836,kept,0.45,0.8181818181818182,1.196969696969697,0.876048817696415,1.0789473684210527
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,1,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.1666666666666667,0.8726163234172387,1.0507246376811594
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,2,0.9759983982356163,0.6474694589877836,kept,0.45,0.7727272727272727,1.2878787878787878,0.8920671243325705,1.1247139588100687
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,2,0.9759983982356163,0.6474694589877836,kept,0.45,0.7727272727272727,1.303030303030303,0.8981693363844394,1.1254767353165522
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,2,0.9759983982356163,0.6474694589877836,kept,0.45,0.7727272727272727,1.2878787878787878,0.8920671243325705,1.0999237223493517
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,3,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.196969696969697,0.8951182303585049,1.1235697940503433
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,3,0.9759983982356163,0.6474694589877836,kept,0.45,0.7727272727272727,1.196969696969697,0.8977879481311976,1.1235697940503433
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,3,0.9759983982356163,0.6474694589877836,kept,0.45,0.803030303030303,1.2121212121212122,0.8844393592677345,1.1109839816933638
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,4,0.9759983982356163,0.6474694589877836,kept,0.45,0.8497991967871485,1.1132530120481927,0.8863463005339436,1.2959572845156369
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,4,0.9759983982356163,0.6474694589877836,kept,0.45,0.8610441767068273,1.1196787148594378,0.893211289092296,1.2993897787948132
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,4,0.9759983982356163,0.6474694589877836,kept,0.45,0.8457831325301205,1.1004016064257027,0.8802440884820748,1.179252479023646
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,5,0.9759983982356163,0.6474694589877836,kept,0.45,0.8803212851405623,1.0714859437751003,0.9012204424103738,1.2070938215102975
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,5,0.9759983982356163,0.6474694589877836,kept,0.45,0.8923694779116466,1.0795180722891566,0.9073226544622426,1.2097635392829902
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,5,0.9759983982356163,0.6474694589877836,kept,0.45,0.8636363636363636,1.3181818181818181,0.8993135011441648,1.139588100686499
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,6,0.9759983982356163,0.6474694589877836,kept,0.45,0.8859437751004016,1.0658634538152612,0.9019832189168574,1.1441647597254005
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,6,0.9759983982356163,0.6474694589877836,kept,0.45,0.8484848484848485,1.3181818181818181,0.9031273836765827,1.144927536231884
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,6,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.2575757575757576,0.8977879481311976,1.1231884057971016
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,7,0.9759983982356163,0.6474694589877836,kept,0.45,0.8819277108433735,1.1815261044176706,0.8920671243325705,1.2215865751334858
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,7,0.9759983982356163,0.6474694589877836,kept,0.45,0.8923694779116466,1.1839357429718875,0.898932112890923,1.2238749046529367
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,7,0.9759983982356163,0.6474694589877836,kept,0.45,0.8859437751004016,1.1823293172690763,0.8913043478260869,1.1975591151792524
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,8,0.9759983982356163,0.6474694589877836,kept,0.45,0.8333333333333334,1.2878787878787878,0.914187643020595,1.1857360793287566
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,8,0.9759983982356163,0.6474694589877836,kept,0.45,0.803030303030303,1.2727272727272727,0.916094584286804,1.183447749809306
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,8,0.9759983982356163,0.6474694589877836,kept,0.45,0.8181818181818182,1.2878787878787878,0.9061784897025171,1.1857360793287566
clip_vitb32,waterbirds,groupdro_ll,2,a_true,RAPS,0.1,0.95,0.95,9,0.9759983982356163,0.6474694589877836,kept,0.45,0.8779116465863454,1.1076305220883533,0.8905415713196033,1.215865751334859
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,RAPS,0.1,0.95,0.95,9,0.9759983982356163,0.6474694589877836,kept,0.45,0.8899598393574297,1.1180722891566266,0.8966437833714722,1.2200610221205186
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,RAPS,0.1,0.95,0.95,9,0.9759983982356163,0.6474694589877836,kept,0.45,0.8636363636363636,1.4242424242424243,0.8874904652936689,1.1598016781083142
clip_vitb32,waterbirds,groupdro_ll,2,a_true,THR,0.1,0.95,0.95,0,0.9759983982356163,0.6474694589877836,kept,0.45,0.8636363636363636,1.121212121212121,0.9111365369946606,1.0968726163234173
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,THR,0.1,0.95,0.95,0,0.9759983982356163,0.6474694589877836,kept,0.45,0.8181818181818182,1.121212121212121,0.9187643020594966,1.1006864988558351
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,THR,0.1,0.95,0.95,0,0.9759983982356163,0.6474694589877836,kept,0.45,0.8333333333333334,1.106060606060606,0.9073226544622426,1.1742944317315027
clip_vitb32,waterbirds,groupdro_ll,2,a_true,THR,0.1,0.95,0.95,1,0.9759983982356163,0.6474694589877836,kept,0.45,0.8484848484848485,1.0606060606060606,0.8943554538520213,1.0770404271548437
clip_vitb32,waterbirds,groupdro_ll,2,b_pred_test,THR,0.1,0.95,0.95,1,0.9759983982356163,0.6474694589877836,kept,0.45,0.8333333333333334,1.0606060606060606,0.9050343249427918,1.0789473684210527
clip_vitb32,waterbirds,groupdro_ll,2,c_pred_both,THR,0.1,0.95,0.95,1,0.9759983982356163,0.6474694589877836,kept,0.45,0.7878787878787878,1.0151515151515151,0.8951182303585049,1.0327993897787948
clip_vitb32,waterbirds,groupdro_ll,2,a_true,THR,0.1,0.95,0.95,2,0.9759983982356163,0.6474694589877836,kept,0.45,0.7727272727272727,1.1666666666666667,0.9176201372997712,1.0724637681159421
